"job_id","company_name","job_title","salary_year_avg","skills","type"
475626,"Realtime Recruitment","Principal Data Analyst","160000.0","snowflake","cloud"
475626,"Realtime Recruitment","Principal Data Analyst","160000.0","power bi","analyst_tools"
475626,"Realtime Recruitment","Principal Data Analyst","160000.0","looker","analyst_tools"
485388,"Edgewater Federal Solutions, Inc.","System Data Analyst","157500.0","sql","programming"
485388,"Edgewater Federal Solutions, Inc.","System Data Analyst","157500.0","go","programming"
485388,"Edgewater Federal Solutions, Inc.","System Data Analyst","157500.0","oracle","cloud"
266799,"Uber","Applied Scientist - Maps","157500.0","sql","programming"
266799,"Uber","Applied Scientist - Maps","157500.0","python","programming"
266799,"Uber","Applied Scientist - Maps","157500.0","r","programming"
266799,"Uber","Applied Scientist - Maps","157500.0","spark","libraries"
25761,"CaptivateIQ","Data Analyst - Remote","155485.5","sql","programming"
25761,"CaptivateIQ","Data Analyst - Remote","155485.5","python","programming"
25761,"CaptivateIQ","Data Analyst - Remote","155485.5","r","programming"
25761,"CaptivateIQ","Data Analyst - Remote","155485.5","tableau","analyst_tools"
25761,"CaptivateIQ","Data Analyst - Remote","155485.5","looker","analyst_tools"
25761,"CaptivateIQ","Data Analyst - Remote","155485.5","datarobot","analyst_tools"
105157,"Motion Recruitment","Lead Data Analyst","155000.0","sql","programming"
105157,"Motion Recruitment","Lead Data Analyst","155000.0","python","programming"
105157,"Motion Recruitment","Lead Data Analyst","155000.0","scala","programming"
105157,"Motion Recruitment","Lead Data Analyst","155000.0","java","programming"
105157,"Motion Recruitment","Lead Data Analyst","155000.0","c++","programming"
105157,"Motion Recruitment","Lead Data Analyst","155000.0","redshift","cloud"
105157,"Motion Recruitment","Lead Data Analyst","155000.0","snowflake","cloud"
105157,"Motion Recruitment","Lead Data Analyst","155000.0","spark","libraries"
105157,"Motion Recruitment","Lead Data Analyst","155000.0","airflow","libraries"
105157,"Motion Recruitment","Lead Data Analyst","155000.0","hadoop","libraries"
105157,"Motion Recruitment","Lead Data Analyst","155000.0","tableau","analyst_tools"
565646,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0","sql","programming"
565646,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0","hadoop","libraries"
565646,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0","excel","analyst_tools"
565646,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0","tableau","analyst_tools"
565646,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0","looker","analyst_tools"
795614,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0","sql","programming"
795614,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0","hadoop","libraries"
795614,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0","excel","analyst_tools"
795614,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0","tableau","analyst_tools"
795614,"Zscaler","Staff Business Data Analyst (Remote U.S. OK)","152625.0","looker","analyst_tools"
540057,"Rocket Money","Lead Data Analyst, Growth (Remote)","152500.0","sql","programming"
540057,"Rocket Money","Lead Data Analyst, Growth (Remote)","152500.0","looker","analyst_tools"
72957,"US Patent and Trademark Office","Management & Program Analyst (Data Analytics)","152221.5","sql","programming"
72957,"US Patent and Trademark Office","Management & Program Analyst (Data Analytics)","152221.5","r","programming"
72957,"US Patent and Trademark Office","Management & Program Analyst (Data Analytics)","152221.5","go","programming"
72957,"US Patent and Trademark Office","Management & Program Analyst (Data Analytics)","152221.5","databricks","cloud"
72957,"US Patent and Trademark Office","Management & Program Analyst (Data Analytics)","152221.5","tableau","analyst_tools"
72957,"US Patent and Trademark Office","Management & Program Analyst (Data Analytics)","152221.5","alteryx","analyst_tools"
456042,"Get It Recruit - Healthcare","Data Analyst","151500.0","sql","programming"
456042,"Get It Recruit - Healthcare","Data Analyst","151500.0","python","programming"
456042,"Get It Recruit - Healthcare","Data Analyst","151500.0","r","programming"
73304,"Patterned Learning AI","Mid-Level Data Analyst","150000.0","sql","programming"
73304,"Patterned Learning AI","Mid-Level Data Analyst","150000.0","excel","analyst_tools"
73304,"Patterned Learning AI","Mid-Level Data Analyst","150000.0","tableau","analyst_tools"
73304,"Patterned Learning AI","Mid-Level Data Analyst","150000.0","sheets","analyst_tools"
591850,"Patterned Learning AI","Mid-Level Data BI Analyst","150000.0","sql","programming"
591850,"Patterned Learning AI","Mid-Level Data BI Analyst","150000.0","nosql","programming"
591850,"Patterned Learning AI","Mid-Level Data BI Analyst","150000.0","vba","programming"
591850,"Patterned Learning AI","Mid-Level Data BI Analyst","150000.0","oracle","cloud"
591850,"Patterned Learning AI","Mid-Level Data BI Analyst","150000.0","hadoop","libraries"
591850,"Patterned Learning AI","Mid-Level Data BI Analyst","150000.0","excel","analyst_tools"
591850,"Patterned Learning AI","Mid-Level Data BI Analyst","150000.0","tableau","analyst_tools"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5","sql","programming"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5","python","programming"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5","nosql","programming"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5","r","programming"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5","sas","programming"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5","vba","programming"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5","db2","databases"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5","oracle","cloud"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5","hadoop","libraries"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5","excel","analyst_tools"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5","tableau","analyst_tools"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5","sas","analyst_tools"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5","microstrategy","analyst_tools"
1402149,"Edward Jones","Lead Data Analyst - Retirement Product Management","148238.5","spss","analyst_tools"
1694004,"EXL Service","Manager - Data Analyst","147285.0","sql","programming"
1694004,"EXL Service","Manager - Data Analyst","147285.0","python","programming"
1694004,"EXL Service","Manager - Data Analyst","147285.0","sas","programming"
1694004,"EXL Service","Manager - Data Analyst","147285.0","t-sql","programming"
1694004,"EXL Service","Manager - Data Analyst","147285.0","snowflake","cloud"
1694004,"EXL Service","Manager - Data Analyst","147285.0","hadoop","libraries"
1694004,"EXL Service","Manager - Data Analyst","147285.0","excel","analyst_tools"
1694004,"EXL Service","Manager - Data Analyst","147285.0","sas","analyst_tools"
1694004,"EXL Service","Manager - Data Analyst","147285.0","ssis","analyst_tools"
405581,"CyberCoders","Data Analyst","145000.0","python","programming"
405581,"CyberCoders","Data Analyst","145000.0","java","programming"
405581,"CyberCoders","Data Analyst","145000.0","r","programming"
405581,"CyberCoders","Data Analyst","145000.0","javascript","programming"
405581,"CyberCoders","Data Analyst","145000.0","c++","programming"
405581,"CyberCoders","Data Analyst","145000.0","tableau","analyst_tools"
405581,"CyberCoders","Data Analyst","145000.0","power bi","analyst_tools"
405581,"CyberCoders","Data Analyst","145000.0","qlik","analyst_tools"
479485,"Level","Data Analyst","145000.0","sql","programming"
479485,"Level","Data Analyst","145000.0","python","programming"
479485,"Level","Data Analyst","145000.0","r","programming"
479485,"Level","Data Analyst","145000.0","golang","programming"
479485,"Level","Data Analyst","145000.0","elasticsearch","databases"
479485,"Level","Data Analyst","145000.0","aws","cloud"
479485,"Level","Data Analyst","145000.0","bigquery","cloud"
479485,"Level","Data Analyst","145000.0","gcp","cloud"
479485,"Level","Data Analyst","145000.0","pandas","libraries"
479485,"Level","Data Analyst","145000.0","scikit-learn","libraries"
479485,"Level","Data Analyst","145000.0","looker","analyst_tools"
479485,"Level","Data Analyst","145000.0","kubernetes","other"
1329162,"Hire With Jarvis","Data Analyst - up to 160K+","145000.0","sql","programming"
1329162,"Hire With Jarvis","Data Analyst - up to 160K+","145000.0","excel","analyst_tools"
1329162,"Hire With Jarvis","Data Analyst - up to 160K+","145000.0","tableau","analyst_tools"
1329162,"Hire With Jarvis","Data Analyst - up to 160K+","145000.0","power bi","analyst_tools"
712558,"ALTA IT Services","Data Scientist Analyst","145000.0","sql","programming"
712558,"ALTA IT Services","Data Scientist Analyst","145000.0","python","programming"
712558,"ALTA IT Services","Data Scientist Analyst","145000.0","r","programming"
712558,"ALTA IT Services","Data Scientist Analyst","145000.0","sas","programming"
712558,"ALTA IT Services","Data Scientist Analyst","145000.0","excel","analyst_tools"
712558,"ALTA IT Services","Data Scientist Analyst","145000.0","tableau","analyst_tools"
712558,"ALTA IT Services","Data Scientist Analyst","145000.0","power bi","analyst_tools"
712558,"ALTA IT Services","Data Scientist Analyst","145000.0","sas","analyst_tools"
149006,"Insight Global","People Data Analyst","140500.0","sql","programming"
149006,"Insight Global","People Data Analyst","140500.0","python","programming"
149006,"Insight Global","People Data Analyst","140500.0","oracle","cloud"
1090975,"Uber","Data Analyst","140500.0","sql","programming"
1090975,"Uber","Data Analyst","140500.0","python","programming"
1090975,"Uber","Data Analyst","140500.0","r","programming"
1090975,"Uber","Data Analyst","140500.0","swift","programming"
1090975,"Uber","Data Analyst","140500.0","excel","analyst_tools"
1090975,"Uber","Data Analyst","140500.0","tableau","analyst_tools"
1090975,"Uber","Data Analyst","140500.0","looker","analyst_tools"
208403,"Insight Global","Data Manager","140000.0","nosql","programming"
1049000,"Sisense","Sr. Data Analyst","140000.0","sql","programming"
1049000,"Sisense","Sr. Data Analyst","140000.0","python","programming"
1049000,"Sisense","Sr. Data Analyst","140000.0","r","programming"
1049000,"Sisense","Sr. Data Analyst","140000.0","snowflake","cloud"
762220,"IT Pros","Qlik/Power BI Data Analyst | $130K-$150K + ESOP |100% USA-Remote","140000.0","bigquery","cloud"
762220,"IT Pros","Qlik/Power BI Data Analyst | $130K-$150K + ESOP |100% USA-Remote","140000.0","power bi","analyst_tools"
762220,"IT Pros","Qlik/Power BI Data Analyst | $130K-$150K + ESOP |100% USA-Remote","140000.0","qlik","analyst_tools"
1300702,"Revolut","Data Analyst (Product Data Analyst)","139000.0","sql","programming"
1300702,"Revolut","Data Analyst (Product Data Analyst)","139000.0","python","programming"
1300702,"Revolut","Data Analyst (Product Data Analyst)","139000.0","scala","programming"
1300702,"Revolut","Data Analyst (Product Data Analyst)","139000.0","java","programming"
1300702,"Revolut","Data Analyst (Product Data Analyst)","139000.0","c++","programming"
388392,"United Services Automobile Association","Digital Marketing Data Analyst (Hybrid)","138640.0","sql","programming"
388392,"United Services Automobile Association","Digital Marketing Data Analyst (Hybrid)","138640.0","nosql","programming"
388392,"United Services Automobile Association","Digital Marketing Data Analyst (Hybrid)","138640.0","javascript","programming"
388392,"United Services Automobile Association","Digital Marketing Data Analyst (Hybrid)","138640.0","snowflake","cloud"
388392,"United Services Automobile Association","Digital Marketing Data Analyst (Hybrid)","138640.0","hadoop","libraries"
388392,"United Services Automobile Association","Digital Marketing Data Analyst (Hybrid)","138640.0","phoenix","webframeworks"
388392,"United Services Automobile Association","Digital Marketing Data Analyst (Hybrid)","138640.0","tableau","analyst_tools"
1482852,"Overmind","Data Analyst","138500.0","sql","programming"
1482852,"Overmind","Data Analyst","138500.0","python","programming"
350382,"Get It Recruit - Information Technology","Lead I - Power BI Data Analyst","138000.0","sql","programming"
350382,"Get It Recruit - Information Technology","Lead I - Power BI Data Analyst","138000.0","nosql","programming"
350382,"Get It Recruit - Information Technology","Lead I - Power BI Data Analyst","138000.0","sql server","databases"
350382,"Get It Recruit - Information Technology","Lead I - Power BI Data Analyst","138000.0","azure","cloud"
350382,"Get It Recruit - Information Technology","Lead I - Power BI Data Analyst","138000.0","power bi","analyst_tools"
350382,"Get It Recruit - Information Technology","Lead I - Power BI Data Analyst","138000.0","dax","analyst_tools"
835092,"Insight Global, Inc.","Secret Data Analyst Remote / Telecommute Jobs","137500.0","sharepoint","analyst_tools"
740073,"WhiteCrow","Data Analytics Manager","137000.0","excel","analyst_tools"
740073,"WhiteCrow","Data Analytics Manager","137000.0","powerpoint","analyst_tools"
1326467,"EPIC Brokers","Data Analyst","135000.0","excel","analyst_tools"
479965,"InvestM Technology LLC","Data Analyst","135000.0","sql","programming"
479965,"InvestM Technology LLC","Data Analyst","135000.0","excel","analyst_tools"
479965,"InvestM Technology LLC","Data Analyst","135000.0","power bi","analyst_tools"
777802,"Robert Half","Lead Data Analyst / SQL Developer","135000.0","sql","programming"
777802,"Robert Half","Lead Data Analyst / SQL Developer","135000.0","python","programming"
777802,"Robert Half","Lead Data Analyst / SQL Developer","135000.0","go","programming"
777802,"Robert Half","Lead Data Analyst / SQL Developer","135000.0","c","programming"
777802,"Robert Half","Lead Data Analyst / SQL Developer","135000.0","sql server","databases"
513988,"Get It Recruit - Hospitality","Data Analyst - Advanced Analytics","135000.0","sql","programming"
513988,"Get It Recruit - Hospitality","Data Analyst - Advanced Analytics","135000.0","python","programming"
513988,"Get It Recruit - Hospitality","Data Analyst - Advanced Analytics","135000.0","r","programming"
513988,"Get It Recruit - Hospitality","Data Analyst - Advanced Analytics","135000.0","sas","programming"
513988,"Get It Recruit - Hospitality","Data Analyst - Advanced Analytics","135000.0","sas","analyst_tools"
311931,"SoftDev Incorporated","Data Analyst III","132500.0","sql","programming"
311931,"SoftDev Incorporated","Data Analyst III","132500.0","python","programming"
311931,"SoftDev Incorporated","Data Analyst III","132500.0","r","programming"
311931,"SoftDev Incorporated","Data Analyst III","132500.0","sheets","analyst_tools"
262837,"Osmind","Quantitative Scientist (Remote)","132500.0","sql","programming"
262837,"Osmind","Quantitative Scientist (Remote)","132500.0","python","programming"
262837,"Osmind","Quantitative Scientist (Remote)","132500.0","r","programming"
990420,"Get It Recruit - Information Technology","Data Insights Analyst III","132500.0","sql","programming"
990420,"Get It Recruit - Information Technology","Data Insights Analyst III","132500.0","python","programming"
990420,"Get It Recruit - Information Technology","Data Insights Analyst III","132500.0","r","programming"
990420,"Get It Recruit - Information Technology","Data Insights Analyst III","132500.0","tableau","analyst_tools"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0","sql","programming"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0","azure","cloud"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0","aws","cloud"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0","snowflake","cloud"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0","excel","analyst_tools"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0","tableau","analyst_tools"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0","power bi","analyst_tools"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0","dax","analyst_tools"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0","visio","analyst_tools"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0","flow","other"
92703,"Launch Consulting Group","Sr. Data Analyst","130000.0","jira","async"
447569,"Kforce Technology Staffing","Lead Data Analyst","130000.0","sql","programming"
447569,"Kforce Technology Staffing","Lead Data Analyst","130000.0","python","programming"
447569,"Kforce Technology Staffing","Lead Data Analyst","130000.0","r","programming"
447569,"Kforce Technology Staffing","Lead Data Analyst","130000.0","databricks","cloud"
447569,"Kforce Technology Staffing","Lead Data Analyst","130000.0","aws","cloud"
447569,"Kforce Technology Staffing","Lead Data Analyst","130000.0","redshift","cloud"
447569,"Kforce Technology Staffing","Lead Data Analyst","130000.0","snowflake","cloud"
447569,"Kforce Technology Staffing","Lead Data Analyst","130000.0","tableau","analyst_tools"
1531276,"Alpha Silicon","System Data Analyst","130000.0","sql","programming"
1531276,"Alpha Silicon","System Data Analyst","130000.0","python","programming"
1531276,"Alpha Silicon","System Data Analyst","130000.0","sheets","analyst_tools"
1531276,"Alpha Silicon","System Data Analyst","130000.0","flow","other"
1209798,"Doximity","Data Analyst","130000.0","sql","programming"
1209798,"Doximity","Data Analyst","130000.0","python","programming"
1209798,"Doximity","Data Analyst","130000.0","spark","libraries"
1209798,"Doximity","Data Analyst","130000.0","pandas","libraries"
1209798,"Doximity","Data Analyst","130000.0","numpy","libraries"
1209798,"Doximity","Data Analyst","130000.0","unix","os"
1209798,"Doximity","Data Analyst","130000.0","git","other"
1209798,"Doximity","Data Analyst","130000.0","github","other"
21451,"ApTask","Data Analyst must have telecom domain experince","130000.0","sql","programming"
21451,"ApTask","Data Analyst must have telecom domain experince","130000.0","python","programming"
21451,"ApTask","Data Analyst must have telecom domain experince","130000.0","sheets","analyst_tools"
21451,"ApTask","Data Analyst must have telecom domain experince","130000.0","flow","other"
1686779,"Get It Recruit - Information Technology","Data Insights Manager","130000.0","sql","programming"
1686779,"Get It Recruit - Information Technology","Data Insights Manager","130000.0","python","programming"
1686779,"Get It Recruit - Information Technology","Data Insights Manager","130000.0","r","programming"
1686779,"Get It Recruit - Information Technology","Data Insights Manager","130000.0","sql server","databases"
